Toyota,G 1.8,Corolla Altis,2009,175.000-180.000 km,Bensin,Hitam,Automatic Triptonic,Front Wheel Drive (FWD),Sedan,>1.500 - 2.000 cc,Diler,Bursa Mobil Mangga Dua Square,108000000
Suzuki,GL,Ertiga,2017,75.000-80.000 km,Bensin,Putih,Manual,MPV,>1.000 - 1.500 cc,Diler,134000000
Daihatsu,Li,Xenia,2006,100.000-105.000 km,Bensin,Silver,Manual,4X2,Minibus,>1.000 - 1.500 cc,Individu,63000000
Chevrolet,Lain-lain,Captiva,2007,110.000-115.000 km,Bensin,Silver,Automatic Triptonic,4X2,Jeep,>2.000 - 3.000 cc,Individu,82000000
Toyota,Avanza,G,2012,85.000-90.000 km,Bensin,Hitam,Manual,Rear Wheel Drive (RWD),MPV,>1.000 - 1.500 cc,Individu,126000000
Honda,Jazz,i-DSI,2007,120.000-125.000 km,Bensin,Biru,Automatic,4X2,Sedan,>1.500 - 2.000 cc,89000000
Honda,Mobilio,E,2015,75.000-80.000 km,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,Diler,128000000
Mazda,2,R,2011,90.000-95.000 km,Bensin,Putih,Automatic,Front Wheel Drive (FWD),Hatchback,>1.500 - 2.000 cc,Diler,106000000
Honda,E,Brio,2018,15.000-20.000 km,Bensin,Abu-abu,Automatic,Hatchback,>1.000 - 1.500 cc,Diler,125000000
Toyota,VRZ,Fortuner,2017,20.000-25.000 km,Diesel,Putih,Automatic,Front Wheel Drive (FWD),Jeep,>2.000 - 3.000 cc,420000000
Honda,2.4 i-VTEC,CR-V,2006,145.000-150.000 km,Bensin,Silver,Automatic,All Wheel Drive (AWD),SUV,>2.000 - 3.000 cc,Diler,Bursa Mobil Mangga Dua Square,88000000
Toyota,Avanza,Veloz,2016,40.000-45.000 km,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,Individu,162000000
Toyota,G,Calya,2019,0-5.000 km,Bensin,Putih,Manual,146400000
Ford,Ecosport,2014,50.000-55.000 km,Bensin,Putih,Automatic,SUV,>1.000 - 1.500 cc,118000000
BMW,Serie 3,318i 1.8,2003,140.000-145.000 km,Bensin,Hitam,Automatic Triptonic,Rear Wheel Drive (RWD),Sports & Super Car,>1.500 - 2.000 cc,Diler,Bursa Mobil Kelapa Gading,78000000
Mitsubishi,ULTIMATE A/T,Xpander,2019,5.000-10.000 km,Bensin,Merah,Automatic Triptonic,4X2,MPV,>1.000 - 1.500 cc,245000000
Honda,HR-V,S CVT,2016,35.000-40.000 km,Bensin,Abu-abu,Automatic,4X2,MPV,>1.000 - 1.500 cc,Diler,223500000
Mercedes-Benz,C-Class,C200,2014,65.000-70.000 km,Bensin,Silver,Automatic,4X2,Sedan,>1.500 - 2.000 cc,Individu,325000000
Toyota,G Luxury,Innova,2017,45.000-50.000 km,Bensin,Hitam,Automatic,4X2,Minibus,>1.500 - 2.000 cc,Individu,255000000
Honda,Satya E,Brio,2013,5.000-10.000 km,Bensin,Abu-abu,Manual,4X2,Minibus,>1.000 - 1.500 cc,Individu,106000000
Honda,CR-V,2.4 i-VTEC,2009,90.000-95.000 km,Bensin,Abu-abu,Automatic,SUV,>2.000 - 3.000 cc,Diler,128000000
Toyota,G,Yaris,2016,25.000-30.000 km,Bensin,Silver,Manual,4X2,Bus,>1.000 - 1.500 cc,Individu,155000000
Toyota,Kijang Pick-Up,Lain-lain,<1986,>300.000 km,Bensin,Merah,Manual,4X2,Pick-up,>1.000 - 1.500 cc,Individu,17000000
Toyota,Innova,V Luxury,2018,15.000-20.000 km,Diesel,Putih,Automatic,Rear Wheel Drive (RWD),MPV,>2.000 - 3.000 cc,Individu,355000000
Honda,RS CVT,Jazz,2016,15.000-20.000 km,Bensin,Putih,Automatic Triptonic,4X2,Hatchback,>1.000 - 1.500 cc,Individu,Bursa Otomotif Sunter,210000000
Daihatsu,Xenia,D 1.0 STD,2015,30.000-35.000 km,Bensin,Putih,Manual,4X2,MPV,<1.000 cc,Individu,116000000
Suzuki,APV,SGX Luxury,2011,60.000-65.000 km,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Diler,93000000
Nissan,SV,Evalia,2013,100.000-105.000 km,Bensin,Silver,Automatic,4X2,MPV,>1.000 - 1.500 cc,Diler,Bursa Mobil DTC,89000000
Suzuki,Lain-lain,Katana,2002,60.000-65.000 km,Bensin,Putih,Manual,4X2,Jeep,>1.000 - 1.500 cc,Individu,60000000
Suzuki,Splash,GL,2013,35.000-40.000 km,Bensin,Coklat,Automatic,Front Wheel Drive (FWD),Compact & City Car,>1.000 - 1.500 cc,Individu,107000000
KIA,SE,Picanto,2010,120.000-125.000 km,Bensin,Hitam,Manual,Rear Wheel Drive (RWD),Compact & City Car,>1.000 - 1.500 cc,Individu,68000000
Honda,E,Mobilio,2014,80.000-85.000 km,Bensin,Merah,Automatic,4X2,MPV,>1.000 - 1.500 cc,Diler,Bursa Mobil WTC Mangga Dua,119000000
Toyota,G,Calya,2018,25.000-30.000 km,Bensin,Abu-abu,Automatic,Front Wheel Drive (FWD),Compact & City Car,>1.000 - 1.500 cc,Diler,Bursa Mobil Bintaro,112500000
Honda,Brio,2019,0-5.000 km,Bensin,Putih,Manual,135000000
Daihatsu,Xenia,X Deluxe,2017,35.000-40.000 km,Bensin,Hitam,Automatic,Rear Wheel Drive (RWD),MPV,>1.000 - 1.500 cc,140000000
Toyota,E,Avanza,2013,95.000-100.000 km,Bensin,Merah,Manual,4X2,MPV,>1.000 - 1.500 cc,97000000
Daihatsu,Ayla,Lain-lain,2017,60.000-65.000 km,Bensin,Merah,Manual,125000000
Honda,Lain-lain,Lain-lain,2011,100.000-105.000 km,Bensin,Hitam,Automatic,Rear Wheel Drive (RWD),Sedan,>2.000 - 3.000 cc,Individu,Carsentro Semarang,170000000
Suzuki,Grand vitara,Lain-lain,2007,50.000-55.000 km,Bensin,Abu-abu,Automatic,SUV,>1.500 - 2.000 cc,Diler,88000000
Toyota,LGX,Kijang,2000,165.000-170.000 km,Bensin,Hijau,Manual,Rear Wheel Drive (RWD),Minibus,>1.500 - 2.000 cc,Individu,80000000
Mitsubishi,GLX,Strada Triton,2010,150.000-155.000 km,Diesel,Hitam,Manual,4X4,Double Cabin,>2.000 - 3.000 cc,Individu,160000000
Toyota,Fortuner,G,2011,80.000-85.000 km,Diesel,Hitam,Automatic,Rear Wheel Drive (RWD),SUV,>2.000 - 3.000 cc,Individu,242000000
Toyota,E,Avanza,2009,135.000-140.000 km,Bensin,Hitam,Manual,Rear Wheel Drive (RWD),Minibus,>1.000 - 1.500 cc,82000000
Suzuki,Lain-lain,Futura,2005,20.000-25.000 km,Bensin,Biru,Manual,Pick-up,>1.000 - 1.500 cc,Individu,38000000
Toyota,S,Rush,2011,110.000-115.000 km,Bensin,Hitam,Automatic,MPV,Diler,118000000
Toyota,G,Calya,2017,25.000-30.000 km,Bensin,Abu-abu,Automatic,4X2,Minibus,>1.000 - 1.500 cc,Individu,111000000
Toyota,LGX,Kijang,2004,100.000-105.000 km,Bensin,Silver,Manual,Rear Wheel Drive (RWD),MPV,>1.500 - 2.000 cc,Individu,90000000
Ford,Trend,Fiesta,2013,65.000-70.000 km,Bensin,Putih,Automatic Triptonic,Front Wheel Drive (FWD),Hatchback,>1.000 - 1.500 cc,Individu,90000000
Toyota,Corolla,Lain-lain,1993,110.000-115.000 km,Bensin,Silver,Manual,4X2,Sedan,>1.000 - 1.500 cc,Individu,Carsentro Semarang,50000000
Mercedes-Benz,C-Class,C200,2013,30.000-35.000 km,Bensin,Putih,Automatic Triptonic,Rear Wheel Drive (RWD),Sedan,>1.500 - 2.000 cc,Individu,300000000
Toyota,Fortuner,VRZ,2018,0-5.000 km,Bensin,Hitam,Automatic Triptonic,4X2,MPV,>2.000 - 3.000 cc,Individu,455000000
Honda,VTi,Civic,2001,135.000-140.000 km,Bensin,Hitam,Automatic,4X2,Sedan,>1.500 - 2.000 cc,Individu,59800000
Honda,E CVT,HR-V,2016,25.000-30.000 km,Bensin,Putih,Automatic,4X2,Hatchback,>1.500 - 2.000 cc,Individu,230000000
Toyota,VRZ,Fortuner,2017,25.000-30.000 km,Diesel,Hitam,Automatic Triptonic,4X2,SUV,>2.000 - 3.000 cc,Diler,434000000
Toyota,Agya,TRD Sportivo,2017,30.000-35.000 km,Bensin,Putih,Automatic,Front Wheel Drive (FWD),Compact & City Car,>1.000 - 1.500 cc,Diler,Bursa Mobil WTC Mangga Dua,93000000
Honda,Turbo 1.5,Civic,2018,0-5.000 km,Bensin,Putih,Automatic Triptonic,4X2,Sedan,>1.000 - 1.500 cc,Individu,420000000
Honda,Brio,Satya E,2017,20.000-25.000 km,Bensin,Putih,Automatic,4X2,Compact & City Car,>1.000 - 1.500 cc,Diler,142500000
Daihatsu,Lain-lain,Gran max Pick-up,2012,>300.000 km,Bensin,Hitam,Manual,4X2,Pick-up,>1.000 - 1.500 cc,Individu,35000000
Honda,2.4L Prestige,Odyssey,2010,45.000-50.000 km,Bensin,Silver,Automatic Triptonic,Front Wheel Drive (FWD),MPV,>2.000 - 3.000 cc,180000000
Toyota,Innova,G,2010,25.000-30.000 km,Bensin,Abu-abu,Manual,4X2,Minibus,>1.500 - 2.000 cc,Individu,130000000
Toyota,Lain-lain,Innova,2011,85.000-90.000 km,Bensin,Hitam,Manual,4X2,Minibus,>2.000 - 3.000 cc,Individu,135000000
Toyota,G,Innova,2012,90.000-95.000 km,Diesel,Hitam,Automatic,4X2,MPV,>2.000 - 3.000 cc,Diler,186000000
Toyota,V,Innova,2014,25.000-30.000 km,Bensin,Silver,Manual,Diler,196000000
Nissan,HWS,Elgrand,2011,85.000-90.000 km,Bensin,Hitam,Automatic Triptonic,All Wheel Drive (AWD),MPV,>2.000 - 3.000 cc,Individu,290000000
Toyota,1.5,Limo,2013,>300.000 km,Bensin,Hitam,Manual,4X2,Sedan,>1.000 - 1.500 cc,Individu,Bursa Mobil MGK Kemayoran,85000000
Chevrolet,LT,Aveo,2012,65.000-70.000 km,Bensin,Biru,Automatic,Front Wheel Drive (FWD),Hatchback,>1.000 - 1.500 cc,Individu,79999999
Honda,Brio,RS,2016,40.000-45.000 km,Bensin,Oranye,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,154500000
Toyota,Innova,V Diesel,2013,135.000-140.000 km,Diesel,Putih,Automatic,4X2,>2.000 - 3.000 cc,209000000
Toyota,Avanza,2013,295.000-300.000 km,Bensin,Silver,Manual,>1.000 - 1.500 cc,122000000
Honda,Lain-lain,Prestige,1987,10.000-15.000 km,Bensin,Abu-abu,Manual,4X2,Sedan,>1.500 - 2.000 cc,Individu,35000000
Honda,Brio,E,2014,45.000-50.000 km,Bensin,Putih,Automatic,Front Wheel Drive (FWD),Compact & City Car,>1.000 - 1.500 cc,Diler,Bursa Mobil DTC,122000000
Toyota,TRD Sportivo,Agya,2019,0-5.000 km,Bensin,Merah,Manual,Front Wheel Drive (FWD),Hatchback,>1.000 - 1.500 cc,Individu,130300000
Nissan,X-Gear,Livina,2013,60.000-65.000 km,Bensin,Putih,Automatic,4X2,Compact & City Car,>1.000 - 1.500 cc,Individu,97000000
Nissan,XV,Evalia,2012,150.000-155.000 km,Bensin,Putih,Automatic,Front Wheel Drive (FWD),Minibus,>1.000 - 1.500 cc,Individu,105000000
Honda,S,Freed,2013,65.000-70.000 km,Bensin,Hitam,Automatic,Diler,170000000
Daihatsu,D FMC Deluxe,Sirion,2013,80.000-85.000 km,Bensin,Putih,Automatic,86000000
Honda,Jazz,RS,2008,135.000-140.000 km,Bensin,Hijau,Automatic,All Wheel Drive (AWD),Compact & City Car,>1.500 - 2.000 cc,Individu,119000000
Nissan,Livina,Lain-lain,2013,55.000-60.000 km,Bensin,Marun,Manual,>1.000 - 1.500 cc,Individu,100000000
Daihatsu,Ayla,M,2016,40.000-45.000 km,Bensin,Silver,Manual,Front Wheel Drive (FWD),Compact & City Car,>1.000 - 1.500 cc,Diler,Bursa Mobil DTC,85000000
Toyota,Lain-lain,Lain-lain,2015,30.000-35.000 km,Bensin,Putih,Manual,Sedan,<1.000 cc,Individu,95000000
Honda,Mobilio,RS,2017,20.000-25.000 km,Bensin,Hitam,Manual,4X2,MPV,>1.000 - 1.500 cc,189500000
Nissan,Lain-lain,Grand livina,2015,90.000-95.000 km,Bensin,Marun,Automatic,115000000
Honda,Ferio,Lain-lain,1999,105.000-110.000 km,Bensin,Silver,Manual,Front Wheel Drive (FWD),Sedan,>1.000 - 1.500 cc,Individu,68500000
Daihatsu,X,Ayla,2017,15.000-20.000 km,Bensin,Hitam,Manual,4X2,Compact & City Car,>1.000 - 1.500 cc,Individu,88000000
Toyota,E,Avanza,2015,60.000-65.000 km,Bensin,Marun,Automatic,>1.000 - 1.500 cc,Diler,110000000
Nissan,Lain-lain,Grand livina,2013,70.000-75.000 km,Bensin,Silver,Manual,Front Wheel Drive (FWD),SUV,>1.000 - 1.500 cc,Individu,106800000
Toyota,TRD,Fortuner,2013,60.000-65.000 km,Diesel,Putih,Automatic Triptonic,4X2,Sports & Super Car,>2.000 - 3.000 cc,292000000
Daihatsu,Xenia,R 1.3 DLX,2012,60.000-65.000 km,Bensin,Silver,Manual,All Wheel Drive (AWD),MPV,>1.000 - 1.500 cc,Diler,Bursa Mobil DTC,123000000
Honda,VTi-L,Accord,2008,95.000-100.000 km,Bensin,Silver,Automatic,Front Wheel Drive (FWD),Sedan,>2.000 - 3.000 cc,Individu,140000000
Toyota,G,Innova,2017,35.000-40.000 km,Diesel,Putih,Automatic,Front Wheel Drive (FWD),MPV,>2.000 - 3.000 cc,Diler,285000000
Honda,Jazz,S,2008,55.000-60.000 km,Bensin,Abu-abu,Manual,4X2,Hatchback,>1.000 - 1.500 cc,Individu,Carsentro Yogyakarta,106000000
Mercedes-Benz,GLA200,GLA-Class,2015,10.000-15.000 km,Bensin,Hitam,Automatic Triptonic,Front Wheel Drive (FWD),SUV,>1.500 - 2.000 cc,435000000
Daihatsu,X,Xenia,2016,70.000-75.000 km,Bensin,Coklat,Manual,Rear Wheel Drive (RWD),Minibus,>1.000 - 1.500 cc,Individu,Carsentro Yogyakarta,115000000
Mitsubishi,Xpander,EXCEED M/T,2018,25.000-30.000 km,Bensin,Hitam,Manual,4X2,MPV,>1.000 - 1.500 cc,Diler,Bursa Mobil Mangga Dua Square,199000000
Suzuki,GT3,Swift,2012,85.000-90.000 km,Bensin,Putih,Manual,Front Wheel Drive (FWD),Hatchback,>1.000 - 1.500 cc,Individu,115000000
Daihatsu,TX,Terios,2014,60.000-65.000 km,Bensin,Silver,Manual,4X2,Jeep,>1.000 - 1.500 cc,Individu,132000000
Honda,HR-V,1.8L Prestige,2015,45.000-50.000 km,Bensin,Merah,Automatic,4X2,SUV,>1.000 - 1.500 cc,Diler,283000000
Toyota,240G,Harrier,2012,65.000-70.000 km,Bensin,Putih,Automatic,Front Wheel Drive (FWD),MPV,>2.000 - 3.000 cc,285000000
Suzuki,Carry,Lain-lain,1986,0-5.000 km,Bensin,Hitam,Manual,Rear Wheel Drive (RWD),Minibus,>1.000 - 1.500 cc,Individu,15000000
Toyota,TRD Sportivo,Agya,2016,30.000-35.000 km,Bensin,Putih,Automatic,4X2,Compact & City Car,<1.000 cc,99000000
Daihatsu,TX,Terios,2013,65.000-70.000 km,Bensin,Hitam,Automatic,Front Wheel Drive (FWD),SUV,>1.000 - 1.500 cc,125000000
Toyota,Voxy,Lain-lain,2018,10.000-15.000 km,Bensin,Hitam,Automatic Triptonic,Rear Wheel Drive (RWD),MPV,Individu,399000000
Honda,VTEC,Jazz,2008,105.000-110.000 km,Bensin,Silver,Automatic Triptonic,Sedan,>1.500 - 2.000 cc,Individu,95000000
Toyota,Avanza,G,2005,>300.000 km,Bensin,Silver,Manual,>1.000 - 1.500 cc,Individu,80000000
Toyota,G,Rush,2016,50.000-55.000 km,Bensin,Putih,Manual,Rear Wheel Drive (RWD),SUV,>1.000 - 1.500 cc,Individu,163000000
Mazda,Grand Touring,CX-5,2013,70.000-75.000 km,Bensin,Putih,Automatic,Front Wheel Drive (FWD),SUV,>2.000 - 3.000 cc,Individu,190000000
Toyota,V,Sienta,2017,40.000-45.000 km,Bensin,Putih,Automatic,>1.000 - 1.500 cc,Diler,Bursa Mobil BG Junction Surabaya,198500000
Honda,Mobilio,E,2016,60.000-65.000 km,Bensin,Hitam,Manual,4X2,MPV,>1.000 - 1.500 cc,Diler,145000000
Daihatsu,Sirion,M,2013,85.000-90.000 km,Bensin,Ungu,Manual,4X4,Compact & City Car,>1.000 - 1.500 cc,Individu,95000000
Honda,E,Mobilio,2015,75.000-80.000 km,Bensin,Putih,Manual,Front Wheel Drive (FWD),SUV,>1.000 - 1.500 cc,Individu,137900000
Suzuki,Ignis,GX AT ,2017,20.000-25.000 km,Bensin,Merah,Automatic,4X2,Hatchback,125000000
Nissan,Grand livina,Lain-lain,2010,80.000-85.000 km,Bensin,Hitam,Manual,4X2,SUV,>1.000 - 1.500 cc,Individu,100000000
Mitsubishi,Exceed,Pajero Sport,2013,80.000-85.000 km,Diesel,Hitam,Automatic Triptonic,4X2,SUV,>2.000 - 3.000 cc,Individu,245000000
Mini Cooper,Mini Cooper,Lain-lain,2012,5.000-10.000 km,Bensin,Merah,Manual,Front Wheel Drive (FWD),Hatchback,>1.500 - 2.000 cc,Individu,675000000
Honda,Brio,2019,0-5.000 km,Bensin,Lainnya,Manual,155500000
Toyota,Innova,G Luxury,2012,75.000-80.000 km,Bensin,Abu-abu,Manual,>2.000 - 3.000 cc,167500000
Mercedes-Benz,CLS 350,Lain-lain,2012,15.000-20.000 km,Bensin,Putih,Automatic Triptonic,4X2,Sedan,>3.000 cc,Individu,665000000
Honda,2.0 i-VTEC,CR-V,2002,150.000-155.000 km,Bensin,Silver,Automatic,Front Wheel Drive (FWD),SUV,>1.500 - 2.000 cc,58000000
Honda,Lain-lain,Genio,1994,125.000-130.000 km,Bensin,Silver,Manual,Front Wheel Drive (FWD),Sedan,>1.500 - 2.000 cc,Individu,60000000
Honda,HR-V,E CVT,2015,45.000-50.000 km,Bensin,Merah,Automatic,4X2,Hatchback,>1.000 - 1.500 cc,Diler,236000000
Toyota,Veloz,Avanza,2012,75.000-80.000 km,Bensin,Silver,Automatic,Front Wheel Drive (FWD),MPV,>1.000 - 1.500 cc,Individu,109500000
Proton,Lain-lain,Gen2,2008,105.000-110.000 km,Bensin,Oranye,Manual,Front Wheel Drive (FWD),Sedan,>1.500 - 2.000 cc,Individu,52000000
Toyota,Yaris,E,2008,135.000-140.000 km,Bensin,Hitam,Automatic,Front Wheel Drive (FWD),Compact & City Car,>1.000 - 1.500 cc,Individu,94500000
Mercedes-Benz,E250,E-Class,2013,40.000-45.000 km,Bensin,Putih,Automatic Triptonic,Rear Wheel Drive (RWD),Sedan,>1.500 - 2.000 cc,Diler,Bursa Mobil WTC Mangga Dua,425000000
Toyota,G,Avanza,2019,0-5.000 km,Bensin,Putih,Manual,Rear Wheel Drive (RWD),Minibus,>1.000 - 1.500 cc,Diler,214500000
Suzuki,GX,Ertiga,2014,80.000-85.000 km,Bensin,Merah,Manual,Minibus,>1.000 - 1.500 cc,Diler,125000000
Honda,City,2007,120.000-125.000 km,Bensin,Silver,Automatic,85000000
Toyota,Lain-lain,Corolla,1988,175.000-180.000 km,Bensin,Merah,Manual,4X2,Sedan,>1.000 - 1.500 cc,36000000
Toyota,G,Agya,2015,70.000-75.000 km,Bensin,Silver,Manual,Compact & City Car,<1.000 cc,Diler,88000000
Toyota,Avanza,E STD,2016,60.000-65.000 km,Bensin,Silver,Manual,155000000
Toyota,Agya,G,2015,5.000-10.000 km,Bensin,Putih,Manual,All Wheel Drive (AWD),Sedan,<1.000 cc,Bursa Gading Auto Center,105000000
Honda,E,Brio,2014,30.000-35.000 km,Bensin,Putih,Manual,All Wheel Drive (AWD),Hatchback,>1.000 - 1.500 cc,Individu,114000000
Toyota,G,Avanza,2012,5.000-10.000 km,Bensin,Hitam,Automatic,MPV,Individu,110000000
Toyota,VRZ,Fortuner,2019,0-5.000 km,Diesel,Hitam,Automatic,4X4,SUV,>2.000 - 3.000 cc,Individu,625000000
Honda,Brio,Satya E,2018,10.000-15.000 km,Bensin,Abu-abu,Automatic,133000000
Honda,CR-V,2.0,2015,30.000-35.000 km,Bensin,Hitam,Manual,4X2,Jeep,>1.500 - 2.000 cc,Bursa Mobil WTC Mangga Dua,250000000
Suzuki,Lain-lain,Carry Van,1997,90.000-95.000 km,Bensin,Biru,Manual,Rear Wheel Drive (RWD),Minibus,<1.000 cc,Individu,30000000
Toyota,G,Innova,2010,115.000-120.000 km,Bensin,Hitam,Automatic,4X2,Minibus,Individu,35000000
Toyota,Avanza,E,2013,135.000-140.000 km,Bensin,Silver,Manual,4X2,Minibus,>1.000 - 1.500 cc,Diler,108000000
Toyota,TRD Sportivo Heykers,Yaris,2017,10.000-15.000 km,Bensin,Putih,Automatic,Front Wheel Drive (FWD),Hatchback,>1.500 - 2.000 cc,Diler,Bursa Otomotif Sunter,195000000
Daihatsu,Luxio,D,2011,85.000-90.000 km,Bensin,Hitam,Manual,4X2,Van,>1.000 - 1.500 cc,Individu,99000000
Toyota,Lain-lain,Starlet,1989,80.000-85.000 km,Bensin,Biru,Manual,Individu,15000000
Suzuki,ST,Swift,2009,100.000-105.000 km,Bensin,Marun,Automatic,4X2,Minibus,>1.000 - 1.500 cc,Diler,105000000
Honda,Jazz,RS CVT,2010,70.000-75.000 km,Bensin,Silver,Automatic,4X2,Hatchback,>1.000 - 1.500 cc,Diler,143500000
Toyota,Vios,G,2008,105.000-110.000 km,Bensin,Hitam,Manual,Front Wheel Drive (FWD),Sedan,>1.000 - 1.500 cc,Individu,88000000
Honda,Lain-lain,CR-V,2007,280.000-285.000 km,Bensin,Silver,Manual,Individu,110000000
Mazda,2,R,2011,75.000-80.000 km,Bensin,Putih,Automatic,4X2,Compact & City Car,>1.000 - 1.500 cc,Individu,117000000
Honda,CR-V,2.0 Prestige,2017,20.000-25.000 km,Bensin,Putih,Automatic,4X2,SUV,>1.000 - 1.500 cc,Diler,457000000
Honda,E,Mobilio,2014,60.000-65.000 km,Bensin,Abu-abu,Automatic,Front Wheel Drive (FWD),MPV,>1.500 - 2.000 cc,Diler,Bursa Mobil WTC Mangga Dua,120000000
Suzuki,Wagon R,Lain-lain,2016,40.000-45.000 km,Bensin,Putih,Manual,Front Wheel Drive (FWD),Compact & City Car,<1.000 cc,Individu,93000000
Suzuki,GX,Katana,1991,>300.000 km,Bensin,Hitam,Manual,All Wheel Drive (AWD),Jeep,>1.500 - 2.000 cc,Individu,55000000
Toyota,Calya,E,2019,10.000-15.000 km,Bensin,Abu-abu,Manual,4X2,Compact & City Car,>1.000 - 1.500 cc,Individu,129000000
Chevrolet,Spin,2015,65.000-70.000 km,Bensin,Hitam,Manual,MPV,>1.000 - 1.500 cc,99000000
Toyota,Vios,G,2013,100.000-105.000 km,Bensin,Putih,Manual,All Wheel Drive (AWD),Sedan,>1.000 - 1.500 cc,Diler,Bursa Mobil POSH Bekasi,82500000
Toyota,Fortuner,2014,50.000-55.000 km,Bensin,Putih,Automatic,265000000
Honda,Brio,Satya E,2019,0-5.000 km,Bensin,Lainnya,Manual,156000000
Nissan,Grand livina,2010,125.000-130.000 km,Bensin,Silver,Automatic,85000000
Toyota,TRD Sportivo,Agya,2017,40.000-45.000 km,Bensin,Hitam,Automatic,Front Wheel Drive (FWD),Compact & City Car,<1.000 cc,Individu,112000000
Suzuki,Lain-lain,Grand vitara,2011,60.000-65.000 km,Bensin,Hitam,Automatic,Front Wheel Drive (FWD),SUV,>1.500 - 2.000 cc,Individu,125000000
Toyota,G,Fortuner,2011,65.000-70.000 km,Diesel,Hitam,Automatic,Front Wheel Drive (FWD),MPV,>2.000 - 3.000 cc,Individu,215000000
